Review_Text,Sentiment
"Good food, compact seating and quick service. Good eating joint for families.",Positive
"L'endroit est trop sympa !
 Les plats sont trop bons, l'accueil est chaleureux et le rapport prix/qualité est respecté.
 Le service est juste un peu lent !",Positive
Best kebab,Positive
"Sans doute le meilleure Donner Kebab (Chawarma) d'Alger est l'un des meilleures que j'ai goûté c'est le même gout que j'ai mangé à Amsterdam, le personnel est très sympas, bonne continuation .",Positive
الطعم جميل يسلمو ايديكم بس ماحبيت القعدة,Positive
Good ! I suggest it,Positive
C’était bon,Positive
"Excellent, familial, très propre, accueil impeccable et service rapide, prix raisonnable et bonne nourriture, je recommande.",Positive
ما شاء الله يعطيكم الصحة,Positive
A good restaurant always pleasure to eat there,Positive
"Mauvaise expérience, un restaurant qui s’est dégradé avec le temps , nourriture pas bonne et réduite avec des frites pas cuites et en bonus le monsieur à la caisse est désagréable , hautain et le prix a augmenté pour rien c’est la dernière fois pour moi",Negative
"Les plats sont tres délicieux et généreux, par contre y'avait beaucoup de monde, mai en gros j'ai aimé l'endroit",Positive
"Absolutely loved the ambiance there
 it was refreshing to see also the service was very quick and the the food was as flavorful as we hoped
 The servers where very attentive at every need and very helpfull all in all a very good experience",Positive
"vraiment pas terrible, celui de Oran est bcp mieux rien à voir malheureusement.
 Serveur sympathique sinon côté plats pas satisfait.",Negative
"Arnaque totale, si tu commandes un sandwich a 300da... mais si tu le mange dans un plat avec un peu du frite mediocre et même pas une salade elle remonte a 600da !!!!!!!!!",Negative
"-Très très mal service (éléments algériens) avec tout les tables pas just avec nous
 - Volume du plat!!! non satisferon par rapport le prix du plat
 - viande et poulet délicieux mais les frites chaque fois une catastrophe avec des légumes rien avoir avec le thème de plat",Negative
une pizza normale rien de vraiment spécial pate elle n'était pas bien cuite sinon à mon avis elle est loin d'être la meilleure wala un pure delice en plus le fromage pas très fameux,Negative
Très mauvaise expérience première et dernière fois jai voulu testée mega pizza mais zero pizza sauce rouge dégueulasse fromage bas de gamme on dirais du vomi aucun goût les wc sale et pas d eau le service Très long et mal organisé,Negative
Très mauvais ! Aucune qualité de produits ! Rien n'est bon dans leurs pizza ! Honnêtement JE DÉCONSEILLE. On devrait lui fermer son restaurant car c'est la pire pizza au monde. Autant manger une pizza carré chez le boulanger !,Negative
"Pizza avec une bonne pate par contre sauce gruyere dans les pizza boisées est grave liquide qu'on a l'impression de boire sa pizza, fruits de mer degeu surement mal decongelés mal cuits, service rapide et pas de stationnement la journee",Negative
"La sauce gruyère dans la pizza à base de crème fraîche est un délice , incomparable avec celle à base de sauce tomate",Positive
entrain de testé . une attente un peut Long mais comme c'est le weekend je pense que c'est normal,Negative
"Très bonne pizza
 Service 0 tu demandes une assiette un couteau ils commencent à rigoler et ne les apportent même pas franchement déçue.",Negative
Soufflet,Positive
Top bonne continuation,Positive
Bislang bester Burger und Dönerteller in Algier. Europäische Verhältnisse. Speisen kommen schnell und sind sehr schmackhaft. Auch die Pommes ist super.,Positive
"Good place serves chawarma meat ,chicke and burger",Positive
J'adore leurs menu,Positive
Service pourri!!!!!,Positive
"Bravo , c'est parmi les rares restaurants où l'on mange bien!
 Très propres , personnel sympathique et tres bonne nourriture !
 Continuez ainsi!",Positive
Très bon restaurant je recommande,Positive
الذ الوجبات والاطباق السورية,Positive
"Je suis allé au restaurant, traitement 0. Il m'a dit de ne pas m'asseoir à l'intérieur du restaurant parce que vous avez commandé un sandwich, qui était petit et pas savoureux Je ne vous conseille pas de le visiter",Negative
Nous avons vu un rat passé devant le comptoir au moment de payer. J’ai commandé un muffin au pépites de chocolat et je suis tombé sur des crottes du lapin qui appartient a maelys au lieu de pépites de chocolat dans mon muffin. Je suis traumatisée à vie et dégoûtée des muffin,Negative
La bouffe pas vraiment bonne par rapport aux prix,Positive
"Service rapide, chawarma à 300Da et Chich taouk à 400Da, c'est bon mais sans plus",Negative
Une bonne adresse pour une pause aux alentours du Didouche. Un bon et chaleureux service. Par contre les plats manquent de saveurs. La viande était sèche. Les mojito étaient sucré.,Positive
"Bonne nouriture , restaurant propre et personnel respectueuex",Positive
Yummy,Positive
"Service rapide 10-15 min
 Bouffe très bonne 10/10
 Décoration du plat 10/10
 Décoration de restaurant 10/10
 Ils ont bien profité de l'espace
 Pour les serveurs sont bien éduqués,souriants et très gentils
 Pour la propreté 10/10",Positive
La nourriture est bonne mais les prix sont exorbitants. Il ya aussi beaucoup de monde donc c'est pas vraiment confortable. Propreté+++,Negative
"وقاحة تغشو في الشوارما صغير جدا جدا و غالي
 Tres nulle ghachachine 300 da pour un shwarma minuscule derto drahem tfer3nto",Negative
"الاكل لذيذ.لكن الخدمة بطيئة وسيئة للغاية لم ارى في حياتي مطعم يمنعك من الجلوس على طاولة والمحل فارغ. فقط لأنك طلبت سندوتش رغم أن أقل سندويتش في المطعم ب 700دح .طلبت صحن فارغ لابني اربع مرات ولم احصل عليه.زيادة على ذلك معاملات الاطفال سيىة لا يوجد كرسي مخصص للأطفال . دخول الحمام يجب دفع مبلغ وهذا غريب جدا لمطعم تدفع فيه مبلغ ليس بالقليل اتمنى تحسين الخدمة والمعاملة أكثر من هذا
 لا انصح به 
 نحن ندفع مبلغ مقابل خدمة سيىة للغاية
 انتم لا تتصدقون علينا",Positive
restaurant impecable les gens sont gentils les sandwich sont a 300 da donc arrête de mentir les toilettes tu paye rien du tout c gratuit par rapport qualité prix c raisonnable psq le plat le moin chère il est a 600da et c top et bon aussi doc arrêter de dire du mal a propos du restaurant arabesque psq c le meilleur sur alger centre,Positive
محیط کوچک ولی با غذایی خوشمزه و سوری,Positive
Les prix ont doublé et les quantités sont réduites dommage il était mon resto syrien préféré.,Positive
Une catastrophe la nourriture grave salé et un serveur catastrophique grave vicieux je suis dégouté,Negative
J’ai vraiment pas aimé les serveurs surtout un tres vicieux j’étais vraiment mal alaise une catastrophe,Negative
Trop bonne la nourriture...,Positive
"Food was good, if you're looking for an authentic taste of Shawarma & Hummous. Atmosphere needs improvement, the place is tiny, staff should greet and help customers with seating, an improved level of customer service is needed.",Positive
Worst restaurant ever,Negative
"Food was really good with big portions. The waiters were really friendly BUT the waiting was tooooo long. I didn't know you had to do a queue in order to have a seat and be served. Because of that, it takes the whole experience charm so I'm giving it 4 stars. I hope the owners will manage it better.
 
 Edit : the first comment was about my experience in the old Arabesque Restaurant. The upcoming comment will be about the new restaurant of Arabesque
 
 I went there yesterday, the service was horrible the waiter was very rude. They didn't bring me the knife nor the fork and I had to ask for it. The manager asked me to sit in a table that was already used but wasn't cleaned yet, when I asked the waiter to clean it up so I could get my command he said it wasn't his problem that I couldn't wait. Overral the experience was horrible and will put the pic of the food I received. I don't recommend it.
 
 Edit 2 :
 I went again last week with my brother and cousin, the waiter was incredibly rude, forcing us to choose the food he wanted instead of taking our orders. When we left he was saying even more rude things instead of just letting it go.
 
 Their client service is horrible that's all I can say. Not worth the wait.",Negative
"Au restaurant arabesque et arabesque plus on y mange très bien, des plats copieux et bons ( la soupe aux champignons est succulente ), service rapide, seul problème c'est qu'il y a tjrs beaucoup de monde et on étouffe dedans avec la fumée de la cuisine surtout au arabesque .. le nouveau arabesque plus est plus spacieux .",Positive
السلام عليكم انا ملي فتح نروحلو مؤخرا رحت لهاداك لي فتح جديد وماعجبنيش يعني نفس الاكل يدور والمشكل اللي يسيربيو لتم ولاد بلادنا صغار وحلوين والحق ملي يحلو وهوما واقفين بصح يعاملهم المعلم اسوء معاملة وكي تروحو تخلصو نتوما بدراهمك وتقول راه يصدق عليكم مشنف انا ماننصحكمش بيه لازم يبدلوهم بسكو المعاملة 0 يقعدوك وين يحبو هوما والاساءة النفسية لهدوك المصاغر لي يخدمو لتم,Negative
مطعم في القمة يستحق العلامة الكاملة,Positive
Plats pas assez copieux pour les prix pratiqués,Positive
The food is quality and dishes are big. Service is very good. They are friendly and they listened of you.,Positive
Very light good Middle East food,Positive
اسوء مطعم شاورما دخلتوا شاورما ب600دج والله لا توكل ماشي طايبة خلاااااااص,Negative
"Service est rapide, les plats sont variés et très bons, endroit familial et propre",Positive
"Prix trop élevé par rapport a la quantité, en plus de ça ils font qu’augmenter les prix sans explication sans raison et qualité de service très médiocre.
 Un conseil: fuiyez",Negative
"Je suis très déçu !!!
 je suis un bon client, j’y mange régulièrement... néanmoins ces derniers jours les prix ont augmenté et en parallèle la quantité a été réduite
 C’est bien dommage je ne recommande plus ce restaurant",Negative
"Chawarma excellente
 Prix plus au moins responsable
 Déplore le manque d'espace et le restaurant qui est beaucoup trop petit avec énormément de serveurs pour rien
 Sinon la bouffe est très bonne",Positive
يحاوزو دراري صغار مام يخلصو بصح ميقدروش يقعدو,Negative
"Très bon accueil, le personnel est très aimable et serviable. Les plats sont juste excellent ! Ce restaurant est mon adresse coup de cœur à Alger !",Positive
"The place is great!
 The waiters are polite and friendly. Food is delicious and beautifully presented.
 Mocktails also are tasty and fresh:)
 With my children we visited already twice, and planning to come back while in back to Algiers.
 Thanks again for your hard work!!",Positive
افضل مطعم,Positive
كليت من قبل كان 10\10 والبارح,Positive
المطعم جيد ولكن فرع وهران افضل بكثير.,Positive
حنا ولينا نخلصو كي سقمو الحالة‍♀️‍♀️ زادو في les prix و نقصو quantite,Negative
اكل 10/10,Positive
Everything here tastes good and fresh. This restaurant really stands out when it comes to flavor and quality of their ingredients. I recommend their falafel and variety appetizer plate. Parking can be difficult around the area but there is a metro station right across the street.,Positive
Trop de monde et service lent sinon tout est trop trop bon,Positive
"Fuyez. Risque de maladie.
 
 Poulet mal cuit ce qui est dangereux pour votre santé. En plus, ils mettent les sauces et les salades dans les plats longtemps avant que le client commande sa viande pour gagner du temps.
 
 En plus c'est chère. Dépensez votre argent dans des restos qui méritent votre argent mais pas dans ce fast-food.",Negative
"The server talked to us in such a disrespectful way just because we asked twice about to sit upstairs ( because he didn't answer us the first time).
 I get it the place was too crowded and all, but there was no need to be impolite.
 We left the place immediately.",Negative
"Restaurant très propre, les produits sont frais. Les serveurs sont disponibles et connaissent bien la carte. Les plats sont goûteux, c’est un bon rapport qualité prix. A refaire!",Positive
"The food is good compared to others but the place is always full and you often have to wait in line to enter the restaurant, other than that the place is clean and nice looking. Price is okay for the quantity.
 Edit: the portions got even smaller while the prices keep rising. They give so little toumia sauce and they refuse to give you more. Service is better in the new place across the main one but i personally would never go in again because it's simply not worth its price anymore.",Positive
مطعم مميز وطاقم العمل منظم,Positive
⛔⛔⛔⛔Qualité de réception très médiocre non seulement ymedou mkla b doud ymchi fiha yzido ykhlsso fiha C’est de l’arnaque sachant que mtouchithach mm pas bla mydemndi prd me3foun blkoooom ⛔⛔⛔⛔‍♀️‍♀️‍♀️,Negative
Салат Цезарь раньше был лучше,Positive
je n'ai pas aimé,Positive
"Si je pouvais donner au-dessous du 1 je l'aurai fait !
 Service médiocre et j'ai trouvé un poil de barbe dans le riz ! Et le pire dans ts ça j'ai payé la totalité sans un nouveau plat après réclamation !
 Aucune communication entre le staff et le caissier !
 Je ne recommande pas du tout.",Negative
"اليوم الخميس 2 مارس 2023: شريت ساندويتش شاورما دجاج و شاورما لحم !!! كارثة بأتم معنى الكلمة ... تاع الدجاج متوسط، لكن تاع اللحم و الله العظيم غير رميتو .. طعم مقرف
 Goût catastrophe ! Malheureusement j'étais obligé de jeter le sandwich",Negative
"Was better before, the waiter took too much time to come take our order and went straight to a table that came 10 minutes after us, we had to wait more before one finally came. We got served cold dishes unfortunately only the meat was warm but the taste was pretty nice and the bread was really good.",Negative
أروع مطعم سوري بالجزائر نظافة و ذوق,Positive
"Bons repas
 Service un peu long
 Mérite la visite",Positive
"Nouriture est bonne mais le service est un peu long
 Mérite d'y aller",Positive
c tres bon et mm pour le prix c'est abordable dmg les tables sont ultra coller on ce retrouve a manger avec son voisin mais c pas mal un peut de convivialité,Negative
Goût. Super sauf y a toujours du monde,Positive
Jina rah net3acho yetghamzo bach ma ndokhloch 3andehom ki lbnat ji3anine roht moraha signature f hydra ma tkaymouch rwahtikom bzaf,Negative
"Invitée à manger avec ma fille Meryouma, c est un bon restaurant esthétiquement et gûstativement parlant mais il manquait une musique d ambiance orientale instrumentale de préférence .",Positive
Prix exagérés par rapport à ce que l'on propose.,Negative
سلام خاوتي طلبت شورما لشخصين(2) والله غير عيب 90% بطاطا و سلاطة و 10% دجاج سرقة هادي أو زيد العمال واحد ما يقول سلام عليكم لا مرحبا بيكم تقول معروضين عندهم والله مارانيش فاهم ناس دير لاشان كي الماكلة كي service تحت صفر,Negative
"Pris un sandwich pour tester afin d'éviter le temps d'attente interminable pour s'attabler c t pas fameux quasi vide, et très moyen en goût, le resto est super petit, le service cata et l'accueil 0",Negative
"More expensive than it should be ,
 Too crowded , service is fast but the attitude was off ..",Positive
"Les plats sont excellents à recommander leurs falafel, houmous et chawarma arabi mais ça prend du temps pour trouver une table dispo.",Positive
Les plats sont délicieux. Malgré la forte affluence (période des vacances obligent) le personnel a su gérer et accueillir les clients. Je recommande fortement,Positive
Bon restaurant sans plus,Positive
Très bonne nourriture sinon un peu d'amélioration au niveau du personel serait bien,Positive
"Food is fine, about two stars, but the owner make the restaurant very bad. You walk in you wanna go up you can’t because we are blocking the stairs",Positive
Expérience a ne pas refaire,Negative
"J'y mange tout le temps et c'est toujours super bon ! C'est une valeur sûr en matière de restaurant syrien.
 Le Chawarma Arabi, le Hummus et le M'tabel sont les plats que je préfère mais j'ai aussi essayé leur poulet fris, leur bourghoul, leur falafel et leur riz et tout était très bon.
 Les petits bourak sont meh côté goût, personnellement, je n'ai pas beaucoup aimé mais à part ça tout est très riche et bien épicés.",Positive
Délicieux et propre,Positive
C etait bon une très belle presentation une belle assiette ... un bon cadre le rapport qualité prix acceptable ....,Positive
Très bel endroit ❤️,Positive
"Nothing to say about the food it’s so delicious, the restaurant is clean and well entertained but i found it a little crumped.
 To eat in the restaurant at 12:00 you need to wait about 30 minutes to find a free table, if you take out 10 minutes maximum.
 The dishes are good and consistent but it’s not the case for sandwiches.",Positive
"Le restaurant est excellent et les assiettes sont très copieuses. Qu'il y ait beaucoup de monde ou pas, on est toujours servis très vite. Le restaurant est idéalement situé, à quelques mètres du métro. Le seul petit bémol : les tables sont très proches les unes des autres.",Positive
مطعم جيد,Positive
"Endroit propre et très organisé ( on a l'impression d'être dans un mariage ), par contre les prix sont trop élèves, plus de 1000 DA pour du poulet KFC dans un Fast-food c'est un peu beaucoup. Parce-que c'est pas un restaurant gastronomique,",Negative
الاكل روعة,Positive
"Les plats sont bien décorés mais le goût est moyen beaucoup d'acidité dans le fromage al baldi et bcq de sauce fromage dans la chawarma
 les prix sont pas les mêmes mentionnés dans le menu
 On a commandé un plat chawarma pour 2 personnes et falafel (800 da et 300 da )dans le menu
 Alors que dans la caisse s'était avéré que les prix sont à 1000 et 400 da
 changez les menus si vous changez les prix!!!!!",Negative
"Food is great. Though the table layout is terrible,too crowded and sometimes you don't get to sit comfortably",Positive
و الله احسن اشي التعامل من اخونا السوري ❤❤❤❤,Positive
طعم رائع ويعتبر أحلى طعام تناولته في الجزائر حتى الآن,Positive
"So tasty , I really enjoyed",Positive
Propres sympa,Positive
Excellent accueil plat copieux très goûteux bravo,Positive
المكان مشاء الله و الماكلة بنينة,Positive
ماشاء الله البنة والنظافة يعطيكم الصحة,Positive
"Service catastrophique
 Serveurs odieux",Negative
"It was good but not that good, since I tasted pure Syrian food I didn't feel like it was authentic enough. Especially that Hummus recipe.. I expect it to taste the same but I was disappointed.",Positive
Kmo,Positive
Bon endroit,Positive
"Le service s'est dégradé par rapport au début
 Bq de monde et endroit très étroit
 On peut pas s’asseoir seul dans une table tjrs il te ramène une personne étrangère pr s'asseoir avec toi
 Prix raisonnable",Negative
عراقة الأكل السوري والذوق العالي,Positive
"A Syrian restaurant in Algeria, I liked it very much. This restaurant serves delicious Syrian food, the thing that caught my attention is the cleanliness of the place is extraordinary.",Positive
"- Difficilement accessible par Vehicule ;
 - impossibilité de trouver un endroit pour stationnement ;
 - une configuration faite au détriment du confort du clients ;
 - tres tres peu d’espace à l’intérieur ;
 - Un (01) serveur Vulgaire, qui nous a offert un plat non demandé ;
 - Qualité de réception très médiocre .
 C’est de l’arnaque .",Negative
Ne venez pas en famille ils ne savent pas gérer le nombre,Negative
"Bon petit restaurant fast food, mais je trouve les prix cher pour le cadre et la qualitée.",Positive
A ne pas rater!,Positive
ممتاز,Positive
كالعادة ...إبداع ...لا يوجد منافس ❤️❤️❤️,Positive
The food is good but the service is terrible,Positive
"Qualité au top
 Repas copieux
 J'y retournerais incha Allah",Positive
C'est très bon et les quantités sont correctes pour les prix.,Positive
"Service indiserable en dirai t'es dans un fast food, prix élevés pour une quantité de nourriture médiocre, le goût n'en parlant pas, les frittes je les fait à la maison mieux que ça, la sauce que tu peux préparer toi même en 2mn déçu comme pas possible, la première et dernière fois que j'y vais la bas 
 Ps : Ma commande était, un plat Chawerma simple de 500da.",Negative
Really good service. The food is good.,Positive
Fantastic!,Positive
"This is perfect example of how you run/manage a restaurant, superb to everyone who works here. We decided to go here because La Ravioli in downtown closed down. Upon walking in the staff was smiling and seated us within 2 minutes. The menu is simple to read with pictures and prices. Now the food…the portions are huge and family style so you can share and still get full. The falafel had a nice crispy texture with a hint of cinnamon I believe. If you want Syrian food this is the place in Algiers to go. The staff was very quick to clean the tables and I also loved the silverware was packaged so you know you have clean and sanitized silverware. My husband and I loved everything about this place. Will definitely be back again.",Positive
استقبال ممتاز، مكان وأكل نظيف بطل المقاييس، وأسعار جيدة!!,Positive
"meilleur chawarma, mauvais service",Positive
Toooooopppp,Positive
"Good restaurant ,fast delivery and the food is tasty.",Positive
"☑️Tres bon endroit
 ☑️Les plats sont bon et variés
 ☑️Le personnel est sympa
 ❌Difficile voir impossible de trouver une place où se garer
 ❌Prix un peu chère a la moyenne",Positive
trop bon et service rapide le seul point négatif c est la file d attente,Positive
bonne nourriture,Positive
"Dans l'ensemble ça va mais, l'endroit est petit pour s'installer tranquillement sans oublier la galère pour trouver un endroit où stationner",Negative
Very nice food and service,Positive
العاصمة أو وهران نفس الكمية ونفس الذوق,Positive
Great place and delicious foods,Positive
"Une honte le traitement qu'on s'est vu infligés moi et mon époux à ce restaurant, on était un couple, on avait pris une table à tous les deux à peine installés le serveur a eu le culot de ramener deux filles qui n'étaient pas présentes du tout en arrivant et après avoir attendu notre tour comme tout le monde, ils nous a dit de changer de table alors qu'elles étaient deux, bien évidemment monsieur préviligie les petites jeunettes. Vos serveurs sont là pour draguer ou pour travailler ? Quand j'ai protesté il m'a dit non elles sont 5 en réalité elles vont venir les autres !??? Genre quoi? J'attends que toute Alger vienne manger d'abord ou comment ? Sachant que dans ce restaurant vous faîtes la queue chacun son tour. Drôle de pays drôle de peuple. Apprenez à bien traîter les clients et les étrangers en particulier, j'ai honte pour vous. Un client attend son tour, le prochain attend son tour c'est comme ça que ça se passe dans les pays civilisés. On dirait qu'on mange gratuitement chez vous, faut payer une grosse facture et s'assoir face aux toilettes en plus? Honte à vous!!!
 p.s: le propriétaire a été informé de l'incident car moi je ne suis ni idiote ni soumise à de tels comportement et manque d'éducation. Syriens ou algériens, les arabes sont tous pareils malheureusement. Hasta nunca!",Negative
ممتاز وفيه عدة خيارات يفوز,Positive
لذيذ جدا,Positive
trop cher,Negative
"Excellent food, service and price. Highly recommended",Positive
Service long serveurs mal élevés trop de monde et un peu cher,Negative
"Eastern taste magnet ❤
 Nice staff, delicious food.
 Bit crowded but it deserves the waiting ..",Positive
بلا عربي رووووعة بنة لاتقاوم اما الكبة لم تعجبني كثيرا,Positive
المطعم ممتاز اكله لذيذه جدا و نظيف و الاسعار معقولة,Positive
يستحق التجربة,Positive
أكل رائع و خدمة أروع,Positive
مطعم رائع والاكل شهي ومتنوع ، ويوجد اطباق عربية سورية و اخرى مكسيكية واجنبية ، طبعا الأكل العربي مشهور بتنوعه وذوقه المتميز ، توجد نقطتين لفتت انتباهي ، المطعم لايتسوعب العدد الكبير من الزبائن والنقطة الثانية الاسعار ليست مناسبة لكل الناس ، بعض الأطباق ثمنها مرتفع واخرى ثمنها مقبول ، أحسن شيء تذهبون رفقة العائلة أو الأصدقاء كي تتقاسموا الفاتورة.,Positive
"Ils ont des bons plats et le service est rapide.
 Seul bémol était la kebba qui était trop grasse on n'a pas pu la manger",Positive
انه جميل و الاكل نظيف جدا,Positive
"The restaurant was a bit crowded yet cozy, the food was so delicious. I definitely recommend this place.",Positive
بنة,Positive
"Excellent restaurant en centre ville
 Accès aisé par la métro a la station khalifa boukhalfa
 Les mets sont succulents
 L'établissement est propre et propose une salle a l'étage",Positive
Accueil médiocre,Negative
Well,Positive
من أحسن المطاعم في فئته,Positive
Service nuuuul,Positive
"Service 0
 Tout simplement",Negative
"Amateur de chawarma vous serez servis, très bonne, plats consistant et à un prix abordable 4 étoiles pour le monde de fou qu'il ya et pour le manque de stationnement à côté",Positive
Chawarma de qualité.,Positive
C juste moyen,Negative
J'aime pas trop et les prix sont chers par rapport à la qualité,Negative
A tester,Positive
"Le service est TRÈS rapide, les plats sont variés et très bons, un bon plan resto accessible et savoureux si vous souhaitez manger oriental à Alger centre ! Je recommande vivement pour déjeuner entre famille ou amis",Positive
❤️,Positive
The best sandwiches and kebab ever! With salad on demand. Prices are correct too.,Positive
"Faut aller tot autour de 11h pour espérer ne pas avoir beaucoup d’attente, sinon les prix sont plus que correct et les plats très bons",Negative
يبيع غالى.,Positive
Les repas sont biens mais un peu chers par rapport aux quantités fournies,Negative
Bonne bouffe,Positive
Coup de coeur,Positive
Cordon bleu un très très bon plat service a l'écoute et sympa bonne continuation,Positive
Je viens de Marseille j'ai manger aujourd'hui c'est vraiment excellent maschallah,Positive
Great restaurant great service,Positive
"Trop de monde et pas assez de place, j'ai attendu après je suis partie , la prochaine fois je commande et je ne reste pas",Negative
"Restaurant très moyen (qualité, quantité) avec un service plutôt bien. Pour un restaurant syrien il y a meilleur",Positive
والله تفاجئت لما شفت الاسعار الجديدة انا الي كانت زبونة منذ البداية صراحة لم اعد اريد العودة الى هناك ع,Negative
Delicious shawarmas 10/10,Positive
"The best In term of service , quality , taste and price
 I prefer sandwich, for the table service that are not good at All.
 
 Try the Meat sandwich it's really delicious",Positive
Plat de grillades copieux et très bon au goût... Un bon rapport qualité prix par rapport à ce qui se fait sur Alger !! le restaurant est un peu victime de son succès et grouille de monde le week-end dans un grand vacarme... Toute fois restaurant familial à conseiller,Positive
Bien correct,Positive
"Des plats très généreux et très bon
 Propriété impeccable
 Félicitations",Positive
"Un très bon restaurant je donnerais 5 etoiles pour les plats, l'hygiene, le decor et la musique syrienne mais dommage il faut revoir le tact et l'art de la restauration avec CERTAINS serveurs qui se comportent d'une façon ?!?... Une reception non chaleureuse et un manque de tact qui vient bousiller tout le charme du restaurant",Negative
"Tres bon!
 Bon rapport qualité prix et service aimable, je recommande sans hésiter!",Positive
"The dishes r delicious, the service is good , but the place is not that much beautiful.",Positive
"Bon goût, service rapide mais les plats sont remplies des frites et de persil surtout, donc les prix sont très élevés par rapport à la quantité de viande servie, vous allez payer 6000 da pour 2kg de pommes de terre+ une bonne quantité de persil+ 2 boîtes de fromage régime et 250 g de la viande",Negative
Food was nice and unlike other restaurant in the area the guy didn't ask me why i don't want french fries in my dish,Positive
"Delicious food, nice staff and fast service",Positive
"La plus grande arnaque de la vie , je le déconseille , il mérite 0 étoile",Negative
"I searched through the map looking for somewhere to eat traditional meal, I stumbled on this restaurant. I have never eaten with so much joy and contentment during my stay in alger as did here. The food was GOOD. Though one had to join the queue to get a seat inside, the service was professional. The restaurant is clean, well ventilated and the waiters are kind and polite.
 
 Thanks for the good meal",Positive
Super plats!! goût et présentation.. juste il y'a des moments ou il y a un monde fou..,Positive
"Déçu de ne pas retrouver le même standing qu'à Oran.
 
 Le pain n'est autre que du pain libanais de supérette froid, certains plats manquent à l'appel et même le goût et la qualité sont différents et bien en dessous.",Negative
"Plats copieux prix très abordables et accueil chaleureux, j'y reviendrai !",Positive
مكان راقي حسن إستقبال نظافة لباس موحد ديكور تحفة الأكل التقليدي السوري مع أطباق مشكلة من مكسيكي فلاديلفيا سبايسي ... إلخ أكثر من 30 طبق مع مقبلات وشوربة و سلطات سورية و جزائرية من ناحية السعر مناسب نوعا ما كل حسب قدرته أنصح به للعائلات خاصتا مكان محترم .,Positive
"Un tres bon restaurant
 Bon acceuil et bon service
 L'hygiène est bien remarqué surtout les ustensiles mise dans des sachets transparent et scellé comme neuf.
 Le menu est tres varié.
 Le dressage est parfait surtout le choix des couleurs
 Le gout est tres bon tres équilibré soit amer acidulé ou salé tres correcte
 Le service est rapide et sympa
 Les prix un peu cher ( bon une telle qualité impose ses prix) mais quand meme un peu cher.
 Sa mérite la dégustation ! Merci
 Je mets 5 etoiles",Positive
مطعم مشاء الله,Positive
خدمة جيدة ما شاء الله,Positive
"Endroit sale , Service médiocre, personnel très arrogant, chawrma sec, prix exorbitant ! J'ai dû annuler ma commande a cause de l'arrogance du caissier et du serveur ! Je recommande pas.
 Ps: Les siryens Fi bladna ou idirou 3lina chwaker!",Negative
"Rien à dire, top des top surtout le service, je le recommande, tout est bon",Positive
"La nourriture est très bonne je trouve, c'est un bon coin de rencontre avec mes amis.",Positive
de moins en moins bon la qualité a fortement baissé et le prix ne fait qu'augmenter,Negative
Meilleur restaurant Syrien,Positive
"Amazing surian food with unbeatable prices , I recommend",Positive
Bouffe délicieuse,Positive
"Les portions très généreuses !
 Service très rapide, pas de sandwich à table
 Les prix abordables",Positive
"Très bon endroit
 Délicieux plats",Positive
"Plat Arabi is delicious, but overall the prices are a bit too much for the portions they offer.",Positive
Staff très désagréable,Negative
Expérience très agréable la nourriture est vraiment délicieuse,Positive
Bien mangé découverte d'une cuisine orientale. Un petit ratage lors du service mais serveur agréable et sympa. Le Mojito pas bon trop acide citrique,Positive
Trop bn a chaque fois nkoul tih la qualité surtt avec le confinement mais c tjr aussi bn je vs le conseil vivement,Positive
"The prices are a little high, and the shawarma sandwichs contains more fries than actual meats",Positive
نعم,Positive
Très bon mais un peu cher.,Positive
"J'ai tellement adoré leurs différents repas qu'ils servent,syriens ,orientales ,menus occidentaux, c'est très succulents , la fourchettes des prix varient selons les repas,ce reste tolérable ,seulement le local est si petit par rapport aux nom ré de clients affluents ,ce qui fait que le service est devenu un peu lent .mais sinon je recommande leurs bouffe",Positive
"Bonne bouffe, mais ça prend du temps et un peu cher.",Positive
Tellement c'était bon .j'ai failli mangé la fourchette,Positive
Accueil normal menus délicieux de la cuisine syrienne et orientale prix raisonnables !,Positive
Benna ou service ❤️✋,Positive
Good restaurant with generous quantities and delicious food,Positive
أكل لذيذ,Positive
"The food was amazing but the service is slow and the restaurant was really crowded, it felt really hot inside and because of COVID-19 they weren’t to turn the AC on.",Positive
اكل ومكان تحفة وجهتي الأولى في المنطقة,Positive
The meat was really tasty,Positive
Je kiffffe leur chawarma ! Surtt la mayo spéciale miaam,Positive
Mashallah,Positive
ما شاء الله,Positive
ماشالله,Positive
Au début çava mais des q le coin est connu le service nul leur souci c'est l'argent sinon la boufe une liquidation totale surtout les sandwichs,Negative
Makla toop,Positive
"D'apparence propre mais très sale, le caissier arrogant",Negative
Restaurant syrien avec différents plats. La soupe était très salée et les autres plats sans goût,Positive
"Ils font de bons plats, j'aime bien leur chawarma arabi, mais le service est long, et des fois on risque d'être oublié",Negative
Trop de monde Service très longtemps le gérant syrienne est irrespectueux je denance son comportement qu'il a eu envers mois et ma compagne,Negative
Pas mal,Negative
"Je suis vraiment déçu par le comportement insolent de deux serveuses. On nous impose des places souvent inconfortables. Le bien être du client est le dernier de leur soucis.leur seul désir est de rentabiliser leur journée. Un client non satisfait, dix client perdu.",Negative
مقبول,Negative
"excellent restaurant , propre, ingrédients de qualité, très bon. toujours beaucoup de monde, pourtant le service est toujours rapide et professionnel",Positive
